,acc,pre,rec,f1,confmat
0,0.7777777777777778,0.7177500589021907,0.7049372821224131,0.7066923716131017,"[[388  18  10  12]
 [ 18 389  23  11]
 [ 57  42  52  15]
 [ 40  23  48 291]]"
