,acc,pre,rec,f1,confmat
0,0.7680555555555556,0.7282752009098196,0.7195626253628276,0.7151076846060862,"[[378   7  36   9]
 [ 14 391  28   8]
 [ 45  35  78   8]
 [ 43  18  83 259]]"
