,acc,pre,rec,f1,confmat
0,0.7680555555555556,0.7958518690931413,0.7680555555555556,0.7735699398639155,"[[378   7  36   9]
 [ 14 391  28   8]
 [ 45  35  78   8]
 [ 43  18  83 259]]"
